table,change,record_id,field_zero_based,type,old_value,new_value
spellvisualkit.dbc,record_added,90051,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90051,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,0,uint32_raw,,90052
spellvisualkit.dbc,record_added,90052,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90052,2,uint32_raw,,51
spellvisualkit.dbc,record_added,90052,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,5,uint32_raw,,9166
spellvisualkit.dbc,record_added,90052,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,8,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,11,uint32_raw,,623
spellvisualkit.dbc,record_added,90052,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,15,uint32_raw,,4974
spellvisualkit.dbc,record_added,90052,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90052,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90052,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90052,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90052,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90052,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,0,uint32_raw,,90053
spellvisualkit.dbc,record_added,90053,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90053,2,uint32_raw,,51
spellvisualkit.dbc,record_added,90053,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,5,uint32_raw,,9171
spellvisualkit.dbc,record_added,90053,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,8,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,11,uint32_raw,,287
spellvisualkit.dbc,record_added,90053,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,15,uint32_raw,,17545
spellvisualkit.dbc,record_added,90053,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90053,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90053,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90053,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90053,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90053,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,0,uint32_raw,,90054
spellvisualkit.dbc,record_added,90054,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90054,2,uint32_raw,,51
spellvisualkit.dbc,record_added,90054,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,5,uint32_raw,,9170
spellvisualkit.dbc,record_added,90054,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,8,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,11,uint32_raw,,287
spellvisualkit.dbc,record_added,90054,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,15,uint32_raw,,17545
spellvisualkit.dbc,record_added,90054,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90054,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90054,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90054,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90054,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90054,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,0,uint32_raw,,90055
spellvisualkit.dbc,record_added,90055,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90055,2,uint32_raw,,51
spellvisualkit.dbc,record_added,90055,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,5,uint32_raw,,9169
spellvisualkit.dbc,record_added,90055,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,8,uint32_raw,,5532
spellvisualkit.dbc,record_added,90055,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,11,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,15,uint32_raw,,20
spellvisualkit.dbc,record_added,90055,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90055,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90055,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90055,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90055,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90055,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,0,uint32_raw,,90056
spellvisualkit.dbc,record_added,90056,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90056,2,uint32_raw,,51
spellvisualkit.dbc,record_added,90056,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,5,uint32_raw,,9165
spellvisualkit.dbc,record_added,90056,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,8,uint32_raw,,5532
spellvisualkit.dbc,record_added,90056,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,11,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,15,uint32_raw,,20
spellvisualkit.dbc,record_added,90056,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90056,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90056,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90056,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90056,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90056,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,0,uint32_raw,,90057
spellvisualkit.dbc,record_added,90057,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90057,2,uint32_raw,,55
spellvisualkit.dbc,record_added,90057,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,5,uint32_raw,,9175
spellvisualkit.dbc,record_added,90057,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,8,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,11,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,15,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90057,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90057,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90057,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90057,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90057,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,0,uint32_raw,,90058
spellvisualkit.dbc,record_added,90058,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90058,2,uint32_raw,,55
spellvisualkit.dbc,record_added,90058,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,5,uint32_raw,,9175
spellvisualkit.dbc,record_added,90058,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,8,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,11,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,15,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90058,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90058,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90058,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90058,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90058,37,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,0,uint32_raw,,90059
spellvisualkit.dbc,record_added,90059,1,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90059,2,uint32_raw,,53
spellvisualkit.dbc,record_added,90059,3,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,4,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,5,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,6,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,7,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,8,uint32_raw,,4853
spellvisualkit.dbc,record_added,90059,9,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,10,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,11,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,12,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,13,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,14,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,15,uint32_raw,,15522
spellvisualkit.dbc,record_added,90059,16,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,17,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90059,18,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90059,19,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90059,20,uint32_raw,,4294967295
spellvisualkit.dbc,record_added,90059,21,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,22,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,23,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,24,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,25,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,26,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,27,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,28,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,29,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,30,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,31,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,32,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,33,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,34,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,35,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,36,uint32_raw,,0
spellvisualkit.dbc,record_added,90059,37,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8073,0,uint32_raw,,8073
spellvisualkitmodelattach.dbc,record_added,8073,1,uint32_raw,,90050
spellvisualkitmodelattach.dbc,record_added,8073,2,uint32_raw,,3090
spellvisualkitmodelattach.dbc,record_added,8073,3,uint32_raw,,19
spellvisualkitmodelattach.dbc,record_added,8073,4,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8073,5,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8073,6,uint32_raw,,3212836864
spellvisualkitmodelattach.dbc,record_added,8073,7,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8073,8,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8073,9,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8074,0,uint32_raw,,8074
spellvisualkitmodelattach.dbc,record_added,8074,1,uint32_raw,,90058
spellvisualkitmodelattach.dbc,record_added,8074,2,uint32_raw,,3756
spellvisualkitmodelattach.dbc,record_added,8074,3,uint32_raw,,17
spellvisualkitmodelattach.dbc,record_added,8074,4,uint32_raw,,1036831949
spellvisualkitmodelattach.dbc,record_added,8074,5,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8074,6,uint32_raw,,1036831949
spellvisualkitmodelattach.dbc,record_added,8074,7,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8074,8,uint32_raw,,0
spellvisualkitmodelattach.dbc,record_added,8074,9,uint32_raw,,0
